TYPE,GEN,GNDR,AGE ,ETH,PE,ATENDC,NTRGPA,GRDNRMTIME
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,B,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,M,P,FT,A,G
PTR,N1G,M,2,M,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,1G,M,2,P,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,1G,M,2,B,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,1G,M,2,M,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,B,P,FT,A,G
PTR,N1G,M,2,M,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,M,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,1G,M,2,M,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,I,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,M,P,FT,A,G
PTR,N1G,M,2,B,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,M,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,M,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,B,P,FT,A,G
PTR,N1G,M,2,M,P,FT,A,G
PTR,1G,M,2,M,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,B,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,M,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,B,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,M,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,M,P,FT,A,G
PTR,1G,M,2,M,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,P,P,FT,A,G
PTR,N1G,M,2,B,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,1G,M,2,B,P,FT,A,G
PTR,N1G,M,2,M,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,B,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,M,P,FT,A,G
PTR,1G,M,2,B,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,M,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,B,P,FT,A,G
PTR,N1G,M,2,B,P,FT,A,G
PTR,1G,M,2,B,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,B,P,FT,A,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,1G,M,2,B,P,FT,A,G
PTR,N1G,M,2,P,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,1G,M,2,W,P,FT,A,G
PTR,N1G,F,2,M,P,FT,A,G
PTR,1G,F,2,B,P,FT,A,G
PTR,1G,F,2,W,P,FT,A,G
PTR,N1G,F,2,M,P,FT,A,G
PTR,N1G,F,2,M,P,FT,A,G
PTR,N1G,F,2,M,P,FT,A,G
PTR,1G,F,2,I,P,FT,A,G
PTR,N1G,F,2,W,P,FT,A,G
PTR,N1G,F,2,W,P,FT,A,G
PTR,1G,F,2,W,P,FT,A,G
PTR,N1G,F,2,W,P,FT,A,G
PTR,1G,F,2,W,P,FT,A,G
PTR,N1G,F,2,W,P,FT,A,G
PTR,N1G,F,2,W,P,FT,A,G
PTR,N1G,F,2,B,P,FT,A,G
PTR,N1G,F,2,W,P,FT,A,G
PTR,N1G,F,2,M,P,FT,A,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,M,2,B,P,FT,D,G
PTR,N1G,M,2,B,P,FT,D,G
PTR,N1G,M,2,W,P,FT,D,G
PTR,N1G,M,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,1G,F,2,B,NP,FT,D,G
PTR,N1G,F,2,B,NP,FT,D,G
PTR,1G,F,2,M,NP,FT,D,G
PTR,1G,F,2,W,NP,FT,D,G
PTR,N1G,F,2,B,NP,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,1G,F,2,M,P,FT,D,G
PTR,N1G,F,2,M,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,1G,F,2,I,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,B,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,M,P,FT,D,G
PTR,1G,F,2,M,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,B,P,FT,D,G
PTR,1G,M,2,W,P,FT,D,G
PTR,N1G,M,2,M,P,FT,D,G
PTR,N1G,M,2,W,P,FT,D,G
PTR,N1G,F,2,M,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,1G,F,2,B,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,N1G,M,2,W,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,N1G,M,2,B,P,FT,D,G
PTR,N1G,M,2,M,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,1G,F,2,M,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,B,P,FT,D,G
PTR,N1G,F,2,M,P,FT,D,G
PTR,N1G,F,2,B,P,FT,D,G
PTR,1G,F,2,M,P,FT,D,G
PTR,1G,F,2,B,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,1G,F,2,B,P,FT,D,G
PTR,N1G,F,2,I,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,M,2,W,P,FT,D,G
PTR,N1G,M,2,W,P,FT,D,G
PTR,1G,F,2,M,NP,FT,D,G
PTR,1G,F,2,M,NP,FT,D,G
PTR,1G,F,2,W,NP,FT,D,G
PTR,1G,F,2,W,NP,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,P,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,B,P,FT,D,G
PTR,N1G,F,2,P,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,M,P,FT,D,G
PTR,1G,F,2,M,P,FT,D,G
PTR,N1G,F,2,M,P,FT,D,G
PTR,N1G,F,2,M,P,FT,D,G
PTR,1G,F,2,M,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,B,P,FT,D,G
PTR,1G,F,2,B,P,FT,D,G
PTR,1G,F,2,M,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,M,P,FT,D,G
PTR,N1G,F,2,B,P,FT,D,G
PTR,N1G,F,2,B,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,1G,F,2,M,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,M,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,1G,F,2,B,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,1G,F,2,M,P,FT,D,G
PTR,1G,F,2,M,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,M,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,1G,F,2,M,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,M,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,1G,F,2,B,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,M,P,FT,D,G
PTR,N1G,F,2,M,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,M,P,FT,D,G
PTR,1G,M,2,W,P,FT,D,G
PTR,1G,M,2,M,P,FT,D,G
PTR,1G,M,2,M,P,FT,D,G
PTR,N1G,M,2,W,P,FT,D,G
PTR,N1G,M,2,M,P,FT,D,G
PTR,1G,M,2,W,P,FT,D,G
PTR,N1G,M,2,W,P,FT,D,G
PTR,N1G,M,2,W,P,FT,D,G
PTR,N1G,M,2,B,P,FT,D,G
PTR,N1G,M,2,W,P,FT,D,G
PTR,1G,M,2,W,P,FT,D,G
PTR,1G,M,2,W,P,FT,D,G
PTR,1G,M,2,W,P,FT,D,G
PTR,N1G,M,2,W,P,FT,D,G
PTR,1G,M,2,W,P,FT,D,G
PTR,N1G,M,2,M,P,FT,D,G
PTR,N1G,M,2,W,P,FT,D,G
PTR,N1G,M,2,W,P,FT,D,G
PTR,N1G,M,2,W,P,FT,D,G
PTR,N1G,M,2,W,P,FT,D,G
PTR,1G,M,2,M,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,1G,F,2,B,P,FT,D,G
PTR,N1G,F,2,M,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,B,P,FT,D,G
PTR,1G,F,2,W,P,FT,D,G
PTR,N1G,F,2,B,P,FT,D,G
PTR,N1G,M,2,W,P,FT,A,G
PTR,N1G,F,2,M,P,FT,A,G
PTR,N1G,F,2,W,P,FT,C,G
PTR,1G,F,2,W,P,FT,C,G
PTR,N1G,F,2,W,P,FT,C,G
PTR,1G,F,2,W,P,FT,C,G
PTR,N1G,F,2,W,P,FT,C,G
PTR,N1G,F,2,W,P,FT,C,G
PTR,N1G,F,2,W,P,FT,C,G
PTR,1G,F,2,W,P,FT,C,G
PTR,1G,F,2,B,P,FT,C,G
PTR,1G,F,2,B,P,FT,C,G
PTR,N1G,F,2,P,P,FT,C,G
PTR,N1G,F,2,W,P,FT,C,G
PTR,1G,F,2,W,P,FT,C,G
PTR,N1G,F,2,W,P,FT,C,G
PTR,N1G,F,2,W,P,FT,C,G
PTR,N1G,F,2,M,P,FT,C,G
PTR,1G,F,2,W,P,FT,C,G
PTR,N1G,F,2,W,P,FT,C,G
PTR,N1G,F,2,W,P,FT,C,G
PTR,1G,F,2,W,P,FT,C,G
PTR,1G,F,2,B,P,FT,B,G
PTR,1G,F,2,B,P,FT,B,G
PTR,1G,F,2,P,P,FT,B,G
PTR,1G,F,2,P,P,FT,B,G
PTR,1G,F,2,W,P,FT,B,G
PTR,1G,F,2,W,P,FT,B,G
PTR,1G,F,2,M,P,FT,B,G
PTR,N1G,F,2,M,P,FT,B,G
PTR,N1G,F,2,W,P,FT,B,G
PTR,N1G,F,2,B,P,FT,B,G
PTR,N1G,F,2,W,P,FT,B,G
PTR,N1G,F,2,B,P,FT,B,G
PTR,N1G,F,2,M,P,FT,B,G
PTR,1G,F,2,W,P,FT,B,G
PTR,1G,F,2,M,P,FT,B,G
PTR,1G,F,2,W,P,FT,B,G
PTR,N1G,F,2,W,P,FT,B,G
PTR,1G,F,2,M,P,FT,B,G
PTR,1G,F,2,W,P,FT,B,G
PTR,1G,F,2,W,P,FT,B,G
PTR,1G,F,2,W,P,FT,B,G
PTR,N1G,F,2,W,P,FT,B,G
PTR,N1G,F,2,P,P,FT,B,G
PTR,N1G,F,2,M,P,FT,B,G
PTR,N1G,F,2,W,P,FT,B,G
PTR,N1G,F,2,I,P,FT,B,G
PTR,N1G,F,2,M,P,FT,B,G
PTR,1G,F,2,M,P,FT,B,G
PTR,1G,F,2,M,P,FT,B,G
PTR,N1G,F,2,W,P,FT,B,G
PTR,1G,F,2,W,P,FT,B,G
PTR,1G,F,2,M,P,FT,B,G
PTR,1G,F,2,W,P,FT,B,G
PTR,1G,F,2,W,P,FT,B,G
PTR,1G,F,2,W,P,FT,B,G
PTR,N1G,F,2,W,P,FT,B,G
PTR,N1G,F,2,W,P,FT,B,G
PTR,1G,F,2,W,P,FT,B,G
PTR,N1G,F,2,W,P,FT,B,G
PTR,N1G,F,2,W,P,FT,B,G
PTR,1G,F,2,M,P,FT,B,G
PTR,N1G,F,2,W,P,FT,B,G
PTR,1G,F,2,M,P,FT,B,G
PTR,1G,F,2,M,P,FT,B,G
PTR,N1G,F,2,M,P,FT,B,G
PTR,1G,M,2,W,NP,PT,B,G
PTR,N1G,M,2,W,NP,PT,B,G
PTR,1G,M,2,M,NP,PT,B,G
PTR,N1G,M,2,P,NP,PT,B,G
PTR,N1G,M,2,M,NP,PT,B,G
PTR,N1G,M,2,W,NP,PT,B,G
PTR,N1G,M,2,M,NP,PT,B,G
PTR,N1G,M,2,M,NP,PT,B,G
PTR,N1G,M,2,W,NP,PT,B,G
PTR,N1G,M,2,W,NP,PT,B,G
PTR,1G,M,2,M,NP,PT,B,G
PTR,N1G,M,2,W,NP,PT,B,G
PTR,1G,M,2,W,NP,PT,B,G
PTR,N1G,M,2,M,NP,PT,B,G
PTR,N1G,M,2,W,NP,PT,B,G
PTR,N1G,M,2,W,NP,PT,B,G
PTR,N1G,M,2,B,NP,PT,B,G
PTR,N1G,M,2,W,NP,PT,B,G
PTR,N1G,M,2,B,NP,PT,B,G
PTR,N1G,M,2,M,NP,PT,B,G
PTR,N1G,M,2,B,NP,PT,B,G
PTR,N1G,M,2,W,NP,PT,B,G
PTR,1G,M,2,W,NP,PT,B,G
PTR,1G,M,2,W,NP,PT,B,G
PTR,N1G,M,2,W,NP,PT,B,G
PTR,N1G,M,2,W,NP,PT,B,G
PTR,1G,M,2,W,NP,PT,B,G
PTR,N1G,M,2,B,NP,PT,A,G
PTR,1G,M,2,W,NP,PT,A,G
PTR,1G,M,2,W,NP,PT,A,G
PTR,1G,M,2,W,NP,PT,A,G
PTR,1G,M,2,W,NP,PT,A,G
PTR,N1G,M,2,M,NP,PT,A,G
PTR,1G,M,2,B,NP,PT,A,G
PTR,1G,M,2,M,NP,PT,A,G
PTR,1G,M,2,W,NP,PT,A,G
PTR,N1G,M,2,W,NP,PT,A,G
PTR,1G,M,2,B,NP,PT,A,G
PTR,N1G,M,2,B,NP,PT,A,G
PTR,1G,M,2,M,NP,PT,A,G
PTR,1G,M,2,W,NP,PT,A,G
PTR,N1G,M,2,W,NP,PT,A,G
PTR,1G,M,2,M,NP,PT,A,G
PTR,N1G,M,2,W,NP,PT,A,G
PTR,N1G,M,2,M,NP,PT,A,G
PTR,1G,M,2,W,NP,PT,A,G
PTR,N1G,M,2,W,NP,PT,A,G
PTR,1G,M,2,W,NP,PT,A,G
PTR,N1G,M,2,B,NP,PT,A,G
PTR,N1G,M,2,W,NP,PT,A,G
PTR,N1G,M,2,I,NP,PT,A,G
PTR,1G,M,2,W,NP,PT,A,G
PTR,N1G,M,2,W,NP,PT,A,G
PTR,1G,M,2,W,NP,PT,A,G
PTR,1G,M,2,W,NP,PT,A,G
PTR,N1G,M,2,W,NP,PT,A,G
PTR,1G,M,2,B,NP,PT,A,G
PTR,N1G,M,2,M,NP,PT,A,G
PTR,N1G,M,2,W,NP,PT,A,G
PTR,N1G,M,2,M,NP,PT,A,G
PTR,N1G,M,2,W,NP,PT,A,G
PTR,1G,M,2,W,NP,PT,A,G
PTR,1G,M,2,M,NP,PT,A,G
PTR,N1G,M,2,W,NP,PT,A,G
PTR,N1G,M,2,M,NP,PT,A,G
PTR,N1G,M,2,W,NP,PT,A,G
PTR,N1G,M,2,W,NP,PT,A,G
PTR,1G,M,2,W,NP,PT,A,G
PTR,N1G,M,2,W,NP,PT,A,G
PTR,N1G,M,2,M,NP,PT,A,G
PTR,N1G,M,2,M,NP,PT,A,G
PTR,N1G,M,2,M,NP,PT,A,G
PTR,N1G,M,2,M,NP,PT,A,G
PTR,1G,F,3,W,NP,FT,D,G
PTR,1G,F,3,M,NP,FT,D,G
PTR,N1G,F,3,W,NP,FT,D,G
PTR,1G,F,3,W,NP,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,N1G,M,3,M,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,M,3,B,P,FT,D,G
PTR,1G,M,3,M,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,F,3,W,P,FT,D,G
PTR,1G,F,3,W,P,FT,D,G
PTR,1G,F,3,W,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,F,3,W,P,FT,D,G
PTR,N1G,F,3,M,P,FT,D,G
PTR,1G,F,3,B,P,FT,D,G
PTR,1G,F,3,W,NP,FT,D,G
PTR,1G,F,3,W,NP,FT,D,G
PTR,1G,F,3,B,NP,FT,D,G
PTR,1G,F,3,M,NP,FT,D,G
PTR,N1G,F,3,W,NP,FT,D,G
PTR,N1G,F,3,M,NP,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,F,3,M,NP,FT,D,G
PTR,1G,F,3,W,NP,FT,D,G
PTR,1G,F,3,M,NP,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,M,3,M,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,M,3,B,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,M,3,M,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,F,3,B,NP,FT,D,G
PTR,N1G,M,3,W,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,M,3,M,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,M,3,M,P,FT,D,G
PTR,1G,F,3,M,NP,FT,D,G
PTR,1G,F,3,B,NP,FT,D,G
PTR,N1G,F,3,W,NP,FT,D,G
PTR,1G,F,3,M,NP,FT,D,G
PTR,N1G,F,3,W,NP,FT,D,G
PTR,N1G,F,3,W,NP,FT,D,G
PTR,N1G,F,3,B,NP,FT,D,G
PTR,N1G,M,3,B,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,M,3,M,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,N1G,F,3,W,NP,FT,D,G
PTR,1G,F,3,W,NP,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,N1G,M,3,W,P,FT,D,G
PTR,1G,F,3,W,NP,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,N1G,M,3,M,P,FT,D,G
PTR,1G,M,3,B,P,FT,D,G
PTR,N1G,M,3,W,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,M,3,M,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,N1G,M,3,M,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,F,3,W,P,FT,D,G
PTR,N1G,F,3,W,P,FT,D,G
PTR,N1G,F,3,B,P,FT,D,G
PTR,N1G,F,3,W,P,FT,D,G
PTR,1G,F,3,M,P,FT,D,G
PTR,1G,F,3,W,P,FT,D,G
PTR,1G,F,3,W,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,F,3,P,NP,FT,D,G
PTR,N1G,M,3,W,P,FT,D,G
PTR,N1G,M,3,W,P,FT,D,G
PTR,1G,F,3,M,P,FT,D,G
PTR,1G,F,3,W,P,FT,D,G
PTR,1G,F,3,W,P,FT,D,G
PTR,1G,F,3,M,P,FT,D,G
PTR,N1G,F,3,W,P,FT,D,G
PTR,1G,F,3,W,P,FT,D,G
PTR,1G,F,3,W,P,FT,D,G
PTR,N1G,F,3,I,P,FT,D,G
PTR,N1G,F,3,W,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,M,3,W,P,FT,D,G
PTR,1G,F,3,W,P,FT,D,G
PTR,1G,F,3,M,P,FT,D,G
PTR,N1G,F,3,W,P,FT,D,G
PTR,N1G,F,3,W,NP,FT,C,G
PTR,1G,F,3,M,P,FT,C,G
PTR,1G,F,3,W,P,FT,C,G
PTR,1G,F,3,W,P,FT,C,G
PTR,1G,F,3,W,P,FT,C,G
PTR,1G,F,3,W,P,FT,C,G
PTR,1G,F,3,W,P,FT,C,G
PTR,1G,F,3,W,P,FT,C,G
PTR,N1G,F,3,W,NP,FT,C,G
PTR,1G,F,3,W,NP,FT,C,G
PTR,1G,F,3,W,NP,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,N1G,M,3,W,P,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,N1G,M,3,M,P,FT,C,G
PTR,N1G,F,3,W,P,FT,C,G
PTR,1G,F,3,M,P,FT,C,G
PTR,1G,F,3,M,P,FT,C,G
PTR,N1G,F,3,B,P,FT,C,G
PTR,1G,F,3,M,P,FT,C,G
PTR,N1G,F,3,W,P,FT,C,G
PTR,1G,F,3,W,P,FT,C,G
PTR,N1G,F,3,W,P,FT,C,G
PTR,1G,F,3,W,P,FT,C,G
PTR,N1G,F,3,B,P,FT,C,G
PTR,N1G,F,3,W,P,FT,C,G
PTR,1G,F,3,W,P,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,1G,M,3,M,P,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,N1G,M,3,M,P,FT,C,G
PTR,1G,F,3,M,NP,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,N1G,M,3,W,P,FT,C,G
PTR,1G,M,3,B,P,FT,C,G
PTR,1G,F,3,W,NP,FT,C,G
PTR,1G,M,3,M,P,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,1G,M,3,M,P,FT,C,G
PTR,1G,M,3,M,P,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,1G,F,3,B,P,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,N1G,F,3,W,NP,FT,C,G
PTR,1G,F,3,M,NP,FT,C,G
PTR,N1G,F,3,W,NP,FT,C,G
PTR,1G,F,3,M,NP,FT,C,G
PTR,1G,F,3,M,NP,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,1G,M,3,M,P,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,1G,M,3,M,P,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,1G,M,3,W,P,FT,C,G
PTR,N1G,M,3,W,P,FT,C,G
PTR,N1G,M,3,W,P,FT,C,G
PTR,N1G,M,3,M,P,FT,C,G
PTR,N1G,F,3,B,NP,FT,C,G
PTR,1G,F,3,B,NP,FT,B,G
PTR,1G,F,3,W,NP,FT,B,G
PTR,N1G,F,3,W,NP,FT,B,G
PTR,1G,F,3,W,NP,FT,B,G
PTR,N1G,F,3,B,NP,FT,B,G
PTR,1G,M,3,B,P,FT,B,G
PTR,1G,M,3,W,P,FT,B,G
PTR,1G,M,3,B,P,FT,B,G
PTR,1G,M,3,W,P,FT,B,G
PTR,1G,M,3,W,P,FT,B,G
PTR,1G,M,3,W,P,FT,B,G
PTR,1G,M,3,W,P,FT,B,G
PTR,1G,M,3,M,P,FT,B,G
PTR,1G,M,3,W,P,FT,B,G
PTR,1G,M,3,W,P,FT,B,G
PTR,1G,M,3,W,P,FT,B,G
PTR,N1G,M,3,W,P,FT,B,G
PTR,N1G,M,3,W,P,FT,B,G
PTR,1G,M,3,W,P,FT,B,G
PTR,N1G,M,3,W,P,FT,B,G
PTR,1G,F,3,W,P,FT,B,G
PTR,1G,F,3,M,NP,FT,B,G
PTR,N1G,F,3,W,NP,FT,B,G
PTR,N1G,F,3,W,NP,FT,B,G
PTR,N1G,F,3,W,NP,FT,B,G
PTR,N1G,F,3,W,NP,FT,B,G
PTR,N1G,M,3,B,P,FT,B,G
PTR,1G,M,3,W,P,FT,B,G
PTR,1G,M,3,W,P,FT,B,G
PTR,N1G,F,3,W,NP,FT,B,G
PTR,1G,F,3,M,NP,FT,B,G
PTR,1G,M,3,W,P,FT,B,G
PTR,1G,F,3,W,NP,FT,B,G
PTR,1G,M,3,B,P,FT,B,G
PTR,1G,M,3,W,P,FT,B,G
PTR,1G,F,3,M,NP,FT,B,G
PTR,1G,F,3,M,NP,FT,B,G
PTR,N1G,F,3,W,P,FT,B,G
PTR,1G,F,3,B,P,FT,B,G
PTR,1G,F,3,B,NP,FT,B,G
PTR,N1G,M,3,M,P,FT,B,G
PTR,1G,M,3,W,P,FT,B,G
PTR,1G,M,3,W,P,FT,B,G
PTR,1G,M,3,W,P,FT,B,G
PTR,N1G,F,3,W,NP,FT,B,G
