TYPE,GEN,GNDR,AGE ,ETH,PE,ATENDC,NTRGPA,GRDNRMTIME
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,B,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,P,NP,PT,A,G
PTR,1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,P,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,B,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,F,3,W,P,FT,A,G
PTR,N1G,F,3,W,P,FT,A,G
PTR,1G,F,3,B,P,FT,A,G
PTR,1G,F,3,W,P,FT,A,G
PTR,1G,F,3,W,P,FT,A,G
PTR,N1G,F,3,W,P,FT,A,G
PTR,1G,F,3,W,P,FT,A,G
PTR,N1G,F,3,W,P,FT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,I,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,B,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,B,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,D,G
PTR,1G,M,3,B,NP,PT,D,G
PTR,N1G,M,3,W,NP,PT,D,G
PTR,1G,M,3,B,NP,PT,D,G
PTR,N1G,M,3,W,NP,PT,D,G
PTR,1G,M,3,W,NP,PT,D,G
PTR,N1G,M,3,I,NP,PT,D,G
PTR,1G,M,3,M,NP,PT,D,G
PTR,N1G,M,3,M,NP,PT,D,G
PTR,1G,M,3,W,NP,PT,D,G
PTR,N1G,M,3,W,NP,PT,D,G
PTR,N1G,M,3,W,NP,PT,D,G
PTR,1G,M,3,W,NP,PT,D,G
PTR,N1G,M,3,P,NP,PT,D,G
PTR,1G,M,3,W,NP,PT,D,G
PTR,N1G,M,3,W,NP,PT,D,G
PTR,N1G,M,3,W,NP,PT,D,G
PTR,N1G,M,3,M,NP,PT,D,G
PTR,1G,M,3,M,NP,PT,D,G
PTR,N1G,M,3,W,NP,PT,D,G
PTR,1G,M,3,W,NP,PT,D,G
PTR,1G,M,3,W,NP,PT,D,G
PTR,1G,M,3,W,NP,PT,D,G
PTR,1G,M,3,W,NP,PT,D,G
PTR,N1G,M,3,M,NP,PT,D,G
PTR,N1G,M,3,W,NP,PT,D,G
PTR,N1G,M,3,M,NP,PT,D,G
PTR,N1G,M,3,W,NP,PT,D,G
PTR,N1G,M,3,W,NP,PT,D,G
PTR,1G,M,3,M,NP,PT,D,G
PTR,1G,M,3,M,NP,PT,D,G
PTR,1G,M,3,W,NP,PT,D,G
PTR,1G,M,3,M,NP,PT,D,G
PTR,1G,M,3,B,NP,PT,A,G
PTR,N1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,B,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,N1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,N1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,M,3,M,NP,PT,A,G
PTR,1G,M,3,W,NP,PT,A,G
PTR,1G,F,4,M,P,FT,D,G
PTR,1G,F,4,W,P,FT,D,G
PTR,1G,F,4,B,P,FT,D,G
PTR,1G,F,4,W,P,FT,D,G
PTR,N1G,F,4,W,P,FT,D,G
PTR,1G,F,4,W,P,FT,D,G
PTR,1G,F,4,M,P,FT,C,G
PTR,1G,F,4,M,P,FT,C,G
PTR,1G,F,4,M,P,FT,C,G
PTR,1G,F,4,W,P,FT,C,G
PTR,1G,F,4,W,P,FT,C,G
PTR,1G,F,4,M,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,1G,F,4,W,P,FT,C,G
PTR,1G,F,4,M,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,M,P,FT,C,G
PTR,1G,F,4,B,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,M,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,B,P,FT,C,G
PTR,1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,M,P,FT,C,G
PTR,1G,F,4,M,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,M,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,M,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,1G,F,4,W,P,FT,C,G
PTR,1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,B,P,FT,C,G
PTR,1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,1G,F,4,B,P,FT,C,G
PTR,1G,F,4,M,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,B,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,M,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,M,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,M,P,FT,C,G
PTR,N1G,F,4,W,P,FT,C,G
PTR,N1G,F,4,M,P,FT,C,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,1G,F,4,W,P,FT,B,G
PTR,1G,F,4,M,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,1G,F,4,W,P,FT,B,G
PTR,1G,F,4,M,P,FT,B,G
PTR,1G,F,4,W,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,N1G,F,4,B,P,FT,B,G
PTR,N1G,F,4,M,P,FT,B,G
PTR,N1G,F,4,M,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,N1G,F,4,M,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,1G,F,4,W,P,FT,B,G
PTR,1G,F,4,W,P,FT,B,G
PTR,1G,F,4,M,P,FT,B,G
PTR,1G,F,4,M,P,FT,B,G
PTR,1G,F,4,M,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,N1G,F,4,M,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,1G,F,4,B,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,1G,F,4,M,P,FT,B,G
PTR,N1G,F,4,B,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,N1G,F,4,M,P,FT,B,G
PTR,1G,F,4,M,P,FT,B,G
PTR,1G,F,4,B,P,FT,B,G
PTR,N1G,F,4,B,P,FT,B,G
PTR,1G,F,4,M,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,1G,F,4,W,P,FT,B,G
PTR,N1G,F,4,M,P,FT,B,G
PTR,N1G,F,4,B,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,1G,F,4,W,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,1G,F,4,W,P,FT,B,G
PTR,1G,F,4,W,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,1G,F,4,W,P,FT,B,G
PTR,1G,F,4,W,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,N1G,F,4,W,P,FT,B,G
PTR,1G,M,4,W,NP,PT,A,G
PTR,N1G,M,4,W,NP,PT,A,G
PTR,1G,M,4,W,NP,PT,A,G
PTR,N1G,M,4,W,NP,PT,A,G
PTR,1G,M,4,W,NP,PT,A,G
PTR,1G,M,4,B,NP,PT,A,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,B,NP,PT,A,G
PTR,N1G,M,4,W,NP,PT,A,G
PTR,N1G,M,4,W,NP,PT,A,G
PTR,N1G,M,4,B,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,M,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,1G,M,4,B,NP,PT,D,G
PTR,1G,M,4,B,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,B,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,B,NP,PT,D,G
PTR,N1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,B,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,B,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,M,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,M,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,M,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,B,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,B,NP,PT,D,G
PTR,N1G,M,4,B,NP,PT,D,G
PTR,N1G,M,4,M,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,B,NP,PT,D,G
PTR,N1G,M,4,B,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,B,NP,PT,D,G
PTR,N1G,M,4,I,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,M,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,B,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,B,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,B,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,B,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,B,NP,PT,D,G
PTR,1G,M,4,B,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,B,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,M,NP,PT,D,G
PTR,N1G,M,4,B,NP,PT,D,G
PTR,1G,M,4,B,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,B,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,M,NP,PT,D,G
PTR,1G,M,4,B,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,B,NP,PT,D,G
PTR,N1G,M,4,W,NP,PT,D,G
PTR,1G,M,4,W,NP,PT,D,G
PTR,1G,F,4,W,P,FT,D,G
PTR,1G,F,4,W,P,FT,D,G
PTR,1G,F,4,W,P,FT,D,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,M,NP,PT,C,G
PTR,N1G,M,4,M,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,B,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,P,NP,PT,C,G
PTR,N1G,M,4,M,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,P,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,M,NP,PT,C,G
PTR,1G,M,4,M,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,B,NP,PT,C,G
PTR,N1G,M,4,B,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,M,NP,PT,C,G
PTR,1G,M,4,M,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,1G,M,4,M,NP,PT,C,G
PTR,N1G,M,4,M,NP,PT,C,G
PTR,1G,M,4,W,NP,PT,C,G
PTR,N1G,M,4,B,NP,PT,C,G
PTR,1G,M,4,B,NP,PT,C,G
